,Rank,Release Group,Worldwide,Release Year,Domestic,%,Foreign,%.1
6982,143,"McFarland, USA","$45,710,059",2015,"$44,482,410",97.3%,"$1,227,649",2.7%
6983,144,Hero,"$45,565,534",2015,"$88,675",0.2%,"$45,476,859",99.8%
6984,145,Still Alice,"$44,779,195",2015,"$18,754,371",41.9%,"$26,024,824",58.1%
6985,146,Max,"$43,967,255",2015,"$42,656,255",97%,"$1,311,000",3%
6986,147,The DUFF,"$43,709,744",2015,"$34,030,343",77.9%,"$9,679,401",22.1%
6987,148,Legend,"$42,972,994",2015,"$1,872,994",4.4%,"$41,100,000",95.6%
6988,149,The Gallows,"$42,964,410",2015,"$22,764,410",53%,"$20,200,000",47%
6989,150,Love the Coopers,"$42,426,912",2015,"$26,302,731",62%,"$16,124,181",38%
6990,151,The Throne,"$42,165,755",2015,-,-,"$42,165,755",100%
6991,152,The Lady in the Van,"$41,387,687",2015,"$10,021,175",24.2%,"$31,366,512",75.8%
6992,153,Ricki and the Flash,"$41,325,328",2015,"$26,822,144",64.9%,"$14,503,184",35.1%
6993,154,Spanish Affair 2,"$40,591,862",2015,-,-,"$40,591,862",100%
6994,155,Carol,"$40,272,135",2015,"$12,711,491",31.6%,"$27,560,644",68.4%
6995,156,Northern Limit Line,"$40,034,677",2015,"$337,907",0.8%,"$39,696,770",99.2%
6996,157,Ex-Files 2: The Backup Strikes Back,"$39,108,291",2015,-,-,"$39,108,291",100%
6997,158,Criminal,"$38,803,993",2015,"$14,708,696",37.9%,"$24,095,297",62.1%
6998,159,Boruto: Naruto The Movie,"$38,362,448",2015,"$919,651",2.4%,"$37,442,797",97.6%
6999,160,The Lazarus Effect,"$38,356,892",2015,"$25,801,570",67.3%,"$12,555,322",32.7%
7000,161,Helios,"$37,938,005",2015,-,-,"$37,938,005",100%
7001,162,A Walk in the Woods,"$37,461,274",2015,"$29,504,281",78.8%,"$7,956,993",21.2%
7002,163,Ex Machina,"$36,869,414",2015,"$25,442,958",69%,"$11,426,456",31%
7003,164,Burnt,"$36,606,743",2015,"$13,651,946",37.3%,"$22,954,797",62.7%
7004,165,The Priests,"$36,577,134",2015,"$185,093",0.5%,"$36,392,041",99.5%
7005,166,The New Adventures of Aladdin,"$35,771,820",2015,-,-,"$35,771,820",100%
7006,167,Heidi,"$35,755,670",2015,-,-,"$35,755,670",100%
7007,168,Room,"$35,401,758",2015,"$14,677,654",41.5%,"$20,724,104",58.5%
7008,169,Lost and Love,"$34,930,177",2015,"$188,817",0.5%,"$34,741,360",99.5%
7009,170,Secret in Their Eyes,"$34,854,990",2015,"$20,180,155",57.9%,"$14,674,835",42.1%
7010,171,"Dad, Where Are We Going 2","$34,840,000",2015,-,-,"$34,840,000",100%
7011,172,Doraemon: Nobita and the Space Heroes,"$34,811,747",2015,-,-,"$34,811,747",100%
7012,173,Steve Jobs,"$34,441,873",2015,"$17,766,658",51.6%,"$16,675,215",48.4%
7013,174,Victor Frankenstein,"$34,227,298",2015,"$5,775,076",16.9%,"$28,452,222",83.1%
7014,175,The Witness,"$33,963,557",2015,"$418,063",1.2%,"$33,545,494",98.8%
7015,176,Project Almanac,"$33,213,241",2015,"$22,348,241",67.3%,"$10,865,000",32.7%
7016,177,Dilwale,"$31,994,323",2015,"$4,871,263",15.2%,"$27,123,060",84.8%
7017,178,Suffragette,"$31,972,096",2015,"$4,702,420",14.7%,"$27,269,676",85.3%
7018,179,Self/less,"$31,807,156",2015,"$12,279,691",38.6%,"$19,527,465",61.4%
7019,180,Saving Mr. Wu,"$31,222,161",2015,"$92,696",0.3%,"$31,129,465",99.7%
7020,181,Attack on Titan Part 1,"$30,810,658",2015,"$449,523",1.5%,"$30,361,135",98.5%
7021,182,A Man Called Ove,"$30,692,889",2015,"$3,479,315",11.3%,"$27,213,574",88.7%
7022,183,Far from the Madding Crowd,"$30,229,977",2015,"$12,236,500",40.5%,"$17,993,477",59.5%
7023,184,Mr. Holmes,"$29,355,203",2015,"$17,737,646",60.4%,"$11,617,557",39.6%
7024,185,Love & Mercy,"$28,641,776",2015,"$12,551,031",43.8%,"$16,090,745",56.2%
7025,186,Flying Colors,"$28,525,563",2015,-,-,"$28,525,563",100%
7026,187,Triumph in the Skies,"$28,085,162",2015,-,-,"$28,085,162",100%
7027,188,The 33,"$27,972,023",2015,"$12,227,722",43.7%,"$15,744,301",56.3%
7028,189,Bride Wars,"$27,670,000",2015,-,-,"$27,670,000",100%
7029,190,Irrational Man,"$27,391,084",2015,"$4,030,360",14.7%,"$23,360,724",85.3%
7030,191,Detective K: Secret of the Lost Island,"$27,387,870",2015,"$185,367",0.7%,"$27,202,503",99.3%
7031,192,To the Fore,"$27,267,799",2015,-,-,"$27,267,799",100%
7032,193,American Ultra,"$27,262,374",2015,"$14,440,985",53%,"$12,821,389",47%
7033,194,Orange,"$26,261,536",2015,-,-,"$26,261,536",100%
7034,195,Aloha,"$26,250,020",2015,"$21,067,116",80.3%,"$5,182,904",19.7%
7035,196,Huevos: Little Rooster's Egg-cellent Adventure,"$25,892,561",2015,"$9,080,818",35.1%,"$16,811,743",64.9%
7036,197,Dügün Dernek 2: Sünnet,"$25,836,668",2015,-,-,"$25,836,668",100%
7037,198,Look Who's Back,"$25,513,752",2015,-,-,"$25,513,752",100%
7038,199,Serial Teachers 2,"$25,364,150",2015,-,-,"$25,364,150",100%
7039,200,Wild City,"$24,817,852",2015,"$34,866",0.1%,"$24,782,986",99.9%
7040,1,Captain America: Civil War,"$1,153,296,293",2016,"$408,084,349",35.4%,"$745,211,944",64.6%
7041,2,Rogue One: A Star Wars Story,"$1,056,057,273",2016,"$532,177,324",50.4%,"$523,879,949",49.6%
7042,3,Finding Dory,"$1,028,570,889",2016,"$486,295,561",47.3%,"$542,275,328",52.7%
7043,4,Zootopia,"$1,023,784,195",2016,"$341,268,248",33.3%,"$682,515,947",66.7%
7044,5,The Jungle Book,"$966,550,600",2016,"$364,001,123",37.7%,"$602,549,477",62.3%
7045,6,The Secret Life of Pets,"$875,457,937",2016,"$368,384,330",42.1%,"$507,073,607",57.9%
7046,7,Batman v Superman: Dawn of Justice,"$873,634,919",2016,"$330,360,194",37.8%,"$543,274,725",62.2%
7047,8,Fantastic Beasts and Where to Find Them,"$814,037,575",2016,"$234,037,575",28.8%,"$580,000,000",71.2%
7048,9,Deadpool,"$782,612,155",2016,"$363,070,709",46.4%,"$419,541,446",53.6%
7049,10,Suicide Squad,"$746,846,894",2016,"$325,100,054",43.5%,"$421,746,840",56.5%
7050,11,Doctor Strange,"$677,718,395",2016,"$232,641,920",34.3%,"$445,076,475",65.7%
7051,12,Moana,"$643,331,111",2016,"$248,757,044",38.7%,"$394,574,067",61.3%
7052,13,Sing,"$634,151,679",2016,"$270,395,425",42.6%,"$363,756,254",57.4%
7053,14,The Mermaid,"$553,810,228",2016,"$3,232,685",0.6%,"$550,577,543",99.4%
7054,15,X-Men: Apocalypse,"$543,934,105",2016,"$155,442,489",28.6%,"$388,491,616",71.4%
7055,16,Kung Fu Panda 3,"$521,170,825",2016,"$143,528,619",27.5%,"$377,642,206",72.5%
7056,17,La La Land,"$447,407,695",2016,"$151,101,803",33.8%,"$296,305,892",66.2%
7057,18,Warcraft,"$439,048,914",2016,"$47,365,290",10.8%,"$391,683,624",89.2%
7058,19,Jason Bourne,"$415,484,914",2016,"$162,434,410",39.1%,"$253,050,504",60.9%
7059,20,Ice Age 5: Collision Course,"$408,579,038",2016,"$64,063,008",15.7%,"$344,516,030",84.3%
7060,21,Independence Day: Resurgence,"$389,681,935",2016,"$103,144,286",26.5%,"$286,537,649",73.5%
7061,22,Your Name.,"$357,986,087",2016,"$5,017,246",1.4%,"$352,968,841",98.6%
7062,23,The Legend of Tarzan,"$356,700,357",2016,"$126,643,061",35.5%,"$230,057,296",64.5%
7063,24,The Angry Birds Movie,"$352,333,929",2016,"$107,509,366",30.5%,"$244,824,563",69.5%
7064,25,Trolls,"$346,864,462",2016,"$153,707,064",44.3%,"$193,157,398",55.7%
7065,26,Star Trek Beyond,"$343,471,816",2016,"$158,848,340",46.2%,"$184,623,476",53.8%
7066,27,The Great Wall,"$334,933,831",2016,"$45,540,830",13.6%,"$289,393,001",86.4%
7067,28,Now You See Me 2,"$334,897,606",2016,"$65,075,540",19.4%,"$269,822,066",80.6%
7068,29,The Conjuring 2,"$320,392,818",2016,"$102,470,008",32%,"$217,922,810",68%
7069,30,Resident Evil: The Final Chapter,"$312,242,626",2016,"$26,830,068",8.6%,"$285,412,558",91.4%
7070,31,Dangal,"$303,723,636",2016,"$12,391,761",4.1%,"$291,331,875",95.9%
7071,32,Passengers,"$303,144,152",2016,"$100,014,699",33%,"$203,129,453",67%
7072,33,Alice Through the Looking Glass,"$299,457,024",2016,"$77,041,381",25.7%,"$222,415,643",74.3%
7073,34,Miss Peregrine's Home for Peculiar Children,"$296,482,446",2016,"$87,242,834",29.4%,"$209,239,612",70.6%
7074,35,Teenage Mutant Ninja Turtles: Out of the Shadows,"$245,623,848",2016,"$82,051,601",33.4%,"$163,572,247",66.6%
7075,36,Sully,"$240,797,623",2016,"$125,070,033",51.9%,"$115,727,590",48.1%
7076,37,Assassin's Creed,"$240,697,856",2016,"$54,647,948",22.7%,"$186,049,908",77.3%
7077,38,Hidden Figures,"$235,956,898",2016,"$169,607,287",71.9%,"$66,349,611",28.1%
7078,39,Ghostbusters,"$229,147,509",2016,"$128,350,574",56%,"$100,796,935",44%
7079,40,Inferno,"$220,021,259",2016,"$34,343,574",15.6%,"$185,677,685",84.4%
7080,41,Central Intelligence,"$216,972,543",2016,"$127,440,871",58.7%,"$89,531,672",41.3%
7081,42,Bridget Jones's Baby,"$211,952,420",2016,"$24,252,420",11.4%,"$187,700,000",88.6%
7082,43,Me Before You,"$208,314,186",2016,"$56,245,075",27%,"$152,069,111",73%
7083,44,London Has Fallen,"$205,754,447",2016,"$62,524,260",30.4%,"$143,230,187",69.6%
7084,45,Arrival,"$203,388,186",2016,"$100,546,139",49.4%,"$102,842,047",50.6%
7085,46,The BFG,"$195,243,411",2016,"$55,483,770",28.4%,"$139,759,641",71.6%
7086,47,The Monkey King 2,"$193,678,298",2016,"$709,982",0.4%,"$192,968,316",99.6%
7087,48,Bad Moms,"$183,936,074",2016,"$113,257,297",61.6%,"$70,678,777",38.4%
7088,49,Storks,"$183,388,953",2016,"$72,679,278",39.6%,"$110,709,675",60.4%
7089,50,From Vegas to Macau III,"$181,732,879",2016,-,-,"$181,732,879",100%
7090,51,Hacksaw Ridge,"$180,563,636",2016,"$67,209,615",37.2%,"$113,354,021",62.8%
7091,52,Allegiant,"$179,246,868",2016,"$66,184,051",36.9%,"$113,062,817",63.1%
7092,53,Operation Mekong,"$173,839,072",2016,"$800,012",0.5%,"$173,039,060",99.5%
7093,54,The Girl on the Train,"$173,185,859",2016,"$75,395,035",43.5%,"$97,790,824",56.5%
7094,55,The Huntsman: Winter's War,"$164,989,338",2016,"$48,390,190",29.3%,"$116,599,148",70.7%
7095,56,The Magnificent Seven,"$162,360,636",2016,"$93,432,655",57.5%,"$68,927,981",42.5%
7096,57,Jack Reacher: Never Go Back,"$162,146,076",2016,"$58,697,076",36.2%,"$103,449,000",63.8%
7097,58,Don't Breathe,"$157,761,002",2016,"$89,217,875",56.6%,"$68,543,127",43.4%
7098,59,The Accountant,"$155,160,045",2016,"$86,260,045",55.6%,"$68,900,000",44.4%
7099,60,Lights Out,"$148,868,835",2016,"$67,268,835",45.2%,"$81,600,000",54.8%
7100,61,Time Raiders,"$145,819,137",2016,-,-,"$145,819,137",100%
7101,62,Pete's Dragon,"$143,695,338",2016,"$76,233,151",53.1%,"$67,462,187",46.9%
7102,63,Sausage Party,"$140,705,322",2016,"$97,685,686",69.4%,"$43,019,636",30.6%
7103,64,Lion,"$140,312,928",2016,"$51,738,905",36.9%,"$88,574,023",63.1%
7104,65,Skiptrace,"$136,579,287",2016,-,-,"$136,579,287",100%
7105,66,Mechanic: Resurrection,"$125,729,635",2016,"$21,218,403",16.9%,"$104,511,232",83.1%
7106,67,Deepwater Horizon,"$121,790,373",2016,"$61,433,527",50.4%,"$60,356,846",49.6%
7107,68,Allied,"$119,520,023",2016,"$40,098,064",33.5%,"$79,421,959",66.5%
7108,69,I Belonged to You,"$119,107,580",2016,"$744,541",0.6%,"$118,363,039",99.4%
7109,70,The Shallows,"$119,100,758",2016,"$55,124,043",46.3%,"$63,976,715",53.7%
7110,71,The Purge: Election Year,"$118,587,880",2016,"$79,213,375",66.8%,"$39,374,505",33.2%
7111,72,Why Him?,"$118,102,725",2016,"$60,323,786",51.1%,"$57,778,939",48.9%
7112,73,Book of Love,"$114,679,097",2016,-,-,"$114,679,097",100%
7113,74,Office Christmas Party,"$114,501,299",2016,"$54,767,494",47.8%,"$59,733,805",52.2%
7114,75,How to Be Single,"$112,343,513",2016,"$46,843,513",41.7%,"$65,500,000",58.3%
7115,76,10 Cloverfield Lane,"$110,216,998",2016,"$72,082,998",65.4%,"$38,134,000",34.6%
7116,77,Neighbors 2: Sorority Rising,"$108,007,109",2016,"$55,455,765",51.3%,"$52,551,344",48.7%
7117,78,Cold War 2,"$103,197,501",2016,"$560,824",0.5%,"$102,636,677",99.5%
7118,79,Railroad Tigers,"$102,205,175",2016,"$218,044",0.2%,"$101,987,131",99.8%
7119,80,Qing sheng,"$95,721,752",2016,"$100,026",0.1%,"$95,621,726",99.9%
7120,81,Dirty Grandpa,"$94,073,028",2016,"$35,593,113",37.8%,"$58,479,915",62.2%
7121,82,Ben-Hur,"$94,061,311",2016,"$26,410,477",28.1%,"$67,650,834",71.9%
7122,83,Money Monster,"$93,282,604",2016,"$41,012,075",44%,"$52,270,529",56%
7123,84,Train to Busan,"$92,742,323",2016,"$2,129,768",2.3%,"$90,612,555",97.7%
7124,85,My Big Fat Greek Wedding 2,"$90,632,641",2016,"$59,689,605",65.9%,"$30,943,036",34.1%
7125,86,Collateral Beauty,"$88,528,280",2016,"$31,016,021",35%,"$57,512,259",65%
7126,87,Line Walker,"$88,228,755",2016,-,-,"$88,228,755",100%
7127,88,Sultan,"$87,280,000",2016,"$6,200,000",7.1%,"$81,080,000",92.9%
7128,89,War Dogs,"$86,234,523",2016,"$43,034,523",49.9%,"$43,200,000",50.1%
7129,90,Big Fish & Begonia,"$85,409,373",2016,-,-,"$85,409,373",100%
7130,91,Nerve,"$85,251,425",2016,"$38,583,626",45.3%,"$46,667,799",54.7%
7131,92,Leap!,"$84,197,417",2016,"$2,844,490",3.4%,"$81,352,927",96.6%
7132,93,Ouija: Origin of Evil,"$81,705,746",2016,"$35,144,505",43%,"$46,561,241",57%
7133,94,Underworld: Blood Wars,"$81,093,313",2016,"$30,353,973",37.4%,"$50,739,340",62.6%
7134,95,Manchester by the Sea,"$78,988,148",2016,"$47,695,371",60.4%,"$31,292,777",39.6%
7135,96,The Boss,"$78,844,582",2016,"$63,285,885",80.3%,"$15,558,697",19.7%
7136,97,Shin Godzilla,"$77,947,607",2016,"$1,918,403",2.5%,"$76,029,204",97.5%
7137,98,Mike and Dave Need Wedding Dates,"$77,068,246",2016,"$46,009,673",59.7%,"$31,058,573",40.3%
7138,99,Kubo and the Two Strings,"$76,249,438",2016,"$48,023,088",63%,"$28,226,350",37%
7139,100,Quo vado?,"$75,878,701",2016,-,-,"$75,878,701",100%
7140,101,Boo! A Madea Halloween,"$74,827,344",2016,"$73,206,343",97.8%,"$1,621,001",2.2%
7141,102,Miracles from Heaven,"$73,983,003",2016,"$61,705,123",83.4%,"$12,277,880",16.6%
7142,103,I Am Not Madame Bovary,"$70,826,207",2016,"$436,798",0.6%,"$70,389,409",99.4%
7143,104,See You Tomorrow,"$70,065,569",2016,-,-,"$70,065,569",100%
7144,105,One Piece Film: Gold,"$66,207,073",2016,"$423,593",0.6%,"$65,783,480",99.4%
7145,106,Moonlight,"$65,336,603",2016,"$27,854,932",42.6%,"$37,481,671",57.4%
7146,107,Monster Trucks,"$64,493,915",2016,"$33,370,166",51.7%,"$31,123,749",48.3%
7147,108,Fences,"$64,414,761",2016,"$57,682,904",89.5%,"$6,731,857",10.5%
7148,109,"Hail, Caesar!","$63,647,656",2016,"$30,498,085",47.9%,"$33,149,571",52.1%
7149,110,The Nice Guys,"$62,788,218",2016,"$36,261,763",57.8%,"$26,526,455",42.2%
7150,111,Huo guo ying xiong,"$58,106,427",2016,"$779,818",1.3%,"$57,326,609",98.7%
7151,112,L.O.R.D: Legend of Ravaging Dynasties,"$58,089,494",2016,"$350,456",0.6%,"$57,739,038",99.4%
7152,113,Nine Lives,"$57,814,445",2016,"$19,700,032",34.1%,"$38,114,413",65.9%
7153,114,Zoolander 2,"$56,722,693",2016,"$28,848,693",50.9%,"$27,874,000",49.1%
7154,115,Barbershop: The Next Cut,"$55,030,051",2016,"$54,030,051",98.2%,"$1,000,000",1.8%
7155,116,The Age of Shadows,"$54,491,162",2016,"$541,719",1%,"$53,949,443",99%
7156,117,A Chinese Odyssey: Part Three,"$53,306,108",2016,-,-,"$53,306,108",100%
7157,118,Tunnel,"$52,444,295",2016,"$568,876",1.1%,"$51,875,419",98.9%
7158,119,Patriots Day,"$52,185,751",2016,"$31,886,361",61.1%,"$20,299,390",38.9%
7159,120,My Beloved Bodyguard,"$52,165,873",2016,-,-,"$52,165,873",100%
7160,121,The Finest Hours,"$52,099,090",2016,"$27,569,558",52.9%,"$24,529,532",47.1%
7161,122,Master,"$51,636,415",2016,"$597,251",1.2%,"$51,039,164",98.8%
7162,123,Doraemon the Movie: Nobita and the Birth of Japan,"$50,939,840",2016,-,-,"$50,939,840",100%
7163,124,The Wailing,"$49,851,770",2016,"$786,633",1.6%,"$49,065,137",98.4%
7164,125,Two Is a Family,"$49,619,118",2016,-,-,"$49,619,118",100%
7165,126,Never Gone,"$48,980,792",2016,"$96,421",0.2%,"$48,884,371",99.8%
7166,127,Luck-Key,"$48,913,975",2016,"$466,505",1%,"$48,447,470",99%
7167,128,Florence Foster Jenkins,"$48,902,953",2016,"$27,383,770",56%,"$21,519,183",44%
7168,129,Mother's Day,"$48,782,670",2016,"$32,492,859",66.6%,"$16,289,811",33.4%
7169,130,"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release","$47,642,462",2016,-,-,"$47,642,462",100%
7170,131,A Monster Calls,"$47,309,313",2016,"$3,740,823",7.9%,"$43,568,490",92.1%
7171,132,Risen,"$46,432,579",2016,"$36,880,033",79.4%,"$9,552,546",20.6%
7172,133,Eddie the Eagle,"$46,152,800",2016,"$15,789,389",34.2%,"$30,363,411",65.8%
7173,134,Blair Witch,"$45,173,154",2016,"$20,777,061",46%,"$24,396,093",54%
7174,135,Boonie Bears: The Big Top Secret,"$45,150,390",2016,-,-,"$45,150,390",100%
7175,136,Café Society,"$43,763,247",2016,"$11,103,205",25.4%,"$32,660,042",74.6%
7176,137,League of Gods,"$43,498,766",2016,"$181,633",0.4%,"$43,317,133",99.6%
7177,138,Almost Christmas,"$42,580,920",2016,"$42,158,780",99%,"$422,140",1%
7178,139,The Witch,"$40,423,945",2016,"$25,138,705",62.2%,"$15,285,240",37.8%
7179,140,The Wild Life,"$40,075,446",2016,"$8,005,586",20%,"$32,069,860",80%
7180,141,Love O2O,"$39,969,537",2016,-,-,"$39,969,537",100%
7181,142,The Forest,"$39,712,000",2016,"$26,594,261",67%,"$13,117,739",33%
7182,143,Absolutely Fabulous: The Movie,"$39,219,109",2016,"$4,772,155",12.2%,"$34,446,954",87.8%
7183,144,My Mom Is a Character 2,"$39,195,565",2016,-,-,"$39,195,565",100%
7184,145,Masterpiece Mystery: Sherlock: The Abominable Bride,"$39,139,204",2016,-,-,"$39,139,204",100%
7185,146,"Crouching Tiger, Hidden Dragon: Sword of Destiny","$38,659,039",2016,-,-,"$38,659,039",100%
7186,147,Hell or High Water,"$37,879,877",2016,"$27,007,844",71.3%,"$10,872,033",28.7%
7187,148,Mission Milano,"$37,749,848",2016,-,-,"$37,749,848",100%
7188,149,The Handmaiden,"$37,692,886",2016,"$2,006,788",5.3%,"$35,686,098",94.7%
7189,150,Snowden,"$37,357,216",2016,"$21,587,519",57.8%,"$15,769,697",42.2%
7190,151,Nobunaga Concerto: The Movie,"$36,187,594",2016,-,-,"$36,187,594",100%
7191,152,Eye in the Sky,"$35,259,653",2016,"$18,704,595",53%,"$16,555,058",47%
7192,153,Les Tuche 2: The American Dream,"$35,210,425",2016,-,-,"$35,210,425",100%
7193,154,Os Dez Mandamentos - O Filme,"$31,998,251",2016,-,-,"$31,998,251",100%
7194,155,Bounty Hunters,"$31,918,573",2016,-,-,"$31,918,573",100%
7195,156,Ae Dil Hai Mushkil,"$31,668,920",2016,"$4,264,983",13.5%,"$27,403,937",86.5%
7196,157,Assassination Classroom: The Graduation,"$31,352,921",2016,-,-,"$31,352,921",100%
7197,158,Perfect Strangers,"$31,254,929",2016,-,-,"$31,254,929",100%
7198,159,Billy Lynn's Long Halftime Walk,"$30,930,984",2016,"$1,738,477",5.6%,"$29,192,507",94.4%
7199,160,Pandora,"$30,896,701",2016,-,-,"$30,896,701",100%
7200,161,Norm of the North,"$30,734,502",2016,"$17,062,499",55.5%,"$13,672,003",44.5%
7201,162,When the Bough Breaks,"$30,658,387",2016,"$29,747,603",97%,"$910,784",3%
7202,163,S Storm,"$30,381,402",2016,-,-,"$30,381,402",100%
7203,164,Nocturnal Animals,"$30,311,857",2016,"$10,663,357",35.2%,"$19,648,500",64.8%
7204,165,A Silent Voice: The Movie,"$30,156,463",2016,"$310,407",1%,"$29,846,056",99%
7205,166,Keeping Up with the Joneses,"$29,918,745",2016,"$14,904,426",49.8%,"$15,014,319",50.2%
7206,167,Jackie,"$29,777,777",2016,"$13,960,394",46.9%,"$15,817,383",53.1%
7207,168,Masterminds,"$29,674,699",2016,"$17,368,022",58.5%,"$12,306,677",41.5%
7208,169,Flight Crew,"$29,171,110",2016,-,-,"$29,171,110",100%
7209,170,Viking,"$29,161,298",2016,-,-,"$29,161,298",100%
7210,171,M.S. Dhoni: The Untold Story,"$28,903,047",2016,"$1,801,550",6.2%,"$27,101,497",93.8%
7211,172,Fan,"$28,240,000",2016,"$2,300,000",8.1%,"$25,940,000",91.9%
7212,173,"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!","$28,110,245",2016,-,-,"$28,110,245",100%
7213,174,Welcome to Germany,"$28,036,021",2016,-,-,"$28,036,021",100%
7214,175,The Brothers Grimsby,"$27,979,040",2016,"$6,874,837",24.6%,"$21,104,203",75.4%
7215,176,When Larry Meets Mary,"$27,863,090",2016,-,-,"$27,863,090",100%
7216,177,Yesterday Once More,"$27,411,872",2016,-,-,"$27,411,872",100%
7217,178,The Light Between Oceans,"$25,975,621",2016,"$12,545,979",48.3%,"$13,429,642",51.7%
7218,179,A Beautiful Planet,"$25,730,120",2016,"$15,650,615",60.8%,"$10,079,505",39.2%
7219,180,Mr. Donkey,"$25,537,759",2016,"$356,255",1.4%,"$25,181,504",98.6%
7220,181,Born in China,"$25,081,168",2016,"$13,873,211",55.3%,"$11,207,957",44.7%
7221,182,Race,"$25,070,261",2016,"$19,206,207",76.6%,"$5,864,054",23.4%
7222,183,Call of Heroes,"$25,040,561",2016,-,-,"$25,040,561",100%
7223,184,Free State of Jones,"$25,035,950",2016,"$20,810,036",83.1%,"$4,225,914",16.9%
7224,185,Whiskey Tango Foxtrot,"$24,972,139",2016,"$23,083,334",92.4%,"$1,888,805",7.6%
7225,186,Soulmate,"$24,684,439",2016,-,-,"$24,684,439",100%
7226,187,The Snow Queen 3: Fire and Ice,"$24,644,317",2016,-,-,"$24,644,317",100%
7227,188,God's Not Dead 2,"$24,487,848",2016,"$20,774,575",84.8%,"$3,713,273",15.2%
7228,189,Camping 3,"$24,224,579",2016,-,-,"$24,224,579",100%
7229,190,The Founder,"$24,121,245",2016,"$12,786,053",53%,"$11,335,192",47%
7230,191,Bad Santa 2,"$24,079,268",2016,"$17,782,178",73.8%,"$6,297,090",26.2%
7231,192,Spirits' Homecoming,"$23,857,217",2016,"$125,616",0.5%,"$23,731,601",99.5%
7232,193,Silence,"$23,834,809",2016,"$7,100,177",29.8%,"$16,734,632",70.2%
7233,194,Kevin Hart: What Now?,"$23,591,043",2016,"$23,591,043",100%,-,-
7234,195,No manches Frida,"$23,540,937",2016,"$11,528,613",49%,"$12,012,324",51%
7235,196,Middle School: The Worst Years of My Life,"$23,316,139",2016,"$20,007,149",85.8%,"$3,308,990",14.2%
7236,197,Triple 9,"$23,177,948",2016,"$12,639,297",54.5%,"$10,538,651",45.5%
7237,198,Rock Dog,"$23,157,646",2016,"$9,420,546",40.7%,"$13,737,100",59.3%
7238,199,The Choice,"$23,064,015",2016,"$18,730,891",81.2%,"$4,333,124",18.8%
7239,200,Penny Pincher!,"$22,955,486",2016,-,-,"$22,955,486",100%
7240,1,Star Wars: Episode VIII - The Last Jedi,"$1,332,539,889",2017,"$620,181,382",46.5%,"$712,358,507",53.5%
7241,2,Beauty and the Beast,"$1,263,521,126",2017,"$504,014,165",39.9%,"$759,506,961",60.1%
